UnityVersion,ProductionBuild,SemVer,BundleCode,BuildDate,BuildTime,Success
False,0_0_0-alpha_0_0_5,6,2024-06-04,11:10
False,0_0_0-alpha_0_0_6,7,2024-06-04,12:03
False,0_0_0-alpha_0_0_7,8,2024-06-04,13:38
False,0_0_0-alpha_0_0_8,9,2024-06-04,14:11
False,0_0_0-alpha_0_0_9,10,2024-06-04,14:29
False,0_0_0-alpha_0_0_10,11,2024-06-04,14:32
False,0_0_0-alpha_0_0_12,12,2024-06-04,14:49
False,0_0_0-alpha_0_0_13,13,2024-06-04,14:56
False,0_0_0-alpha_0_0_14,14,2024-06-04,15:07
False,0_0_0-alpha_0_0_15,15,2024-06-04,15:12
False,0_0_0-alpha_0_0_16,16,2024-06-04,15:20
False,0_0_0-alpha_0_0_17,17,2024-06-04,15:24
False,0_0_0-alpha_0_0_18,18,2024-06-04,15:29
False,0_0_0-alpha_0_0_19,19,2024-06-04,15:48
False,0_0_0-alpha_0_0_20,20,2024-06-04,15:48
False,0_0_0-alpha_0_0_21,21,2024-06-04,15:52
False,0_0_0-alpha_0_0_22,22,2024-06-04,15:58
False,0_0_0-alpha_0_0_23,23,2024-06-04,16:04
False,0_0_0-alpha_0_0_24,24,2024-06-04,16:15
False,0_0_0-alpha_0_0_25,25,2024-06-04,16:30
False,0_0_0-alpha_0_0_32,32,2024-06-04,16:54
False,0_0_0-alpha_0_0_33,33,2024-06-17,16:41
False,0_0_0-alpha_0_0_34,34,2024-06-17,16:55
False,0_0_0-alpha_0_0_35,35,2024-06-17,17:03
False,0_0_0-alpha_0_0_36,36,2024-06-17,17:29
False,0_0_0-alpha_0_0_37,37,2024-06-17,17:42
False,0_0_0-alpha_0_0_38,38,2024-06-18,09:43
False,0_0_0-alpha_0_0_39,39,2024-06-18,10:47
False,0_0_0-alpha_0_0_40,40,2024-06-18,10:56
False,0_0_0-alpha_0_0_41,41,2024-06-18,11:04
False,0_0_0-alpha_0_0_42,42,2024-06-18,11:15
False,0_0_0-alpha_0_0_43,43,2024-06-18,11:17
False,0_0_0-alpha_0_0_44,44,2024-06-18,11:25
False,0_0_0-alpha_0_0_45,45,2024-06-18,11:34
False,0_0_0-alpha_0_0_46,46,2024-06-18,11:41
False,0_0_0-alpha_0_0_47,47,2024-06-18,11:53
False,0_0_0-alpha_0_0_48,48,2024-06-18,12:08
False,0_0_0-alpha_0_0_49,49,2024-06-18,12:25
False,0_0_0-alpha_0_0_50,50,2024-06-18,12:36
False,0_0_0-alpha_0_0_51,51,2024-06-18,12:42
False,0_0_0-alpha_0_0_52,52,2024-06-18,13:09
False,0_0_0-alpha_0_0_53,53,2024-06-18,13:30
False,0_0_0-alpha_0_0_54,54,2024-06-18,13:41
False,0_0_0-alpha_0_0_55,55,2024-06-18,13:57
False,0_0_0-alpha_0_0_56,56,2024-06-18,13:58
False,0_0_0-alpha_0_0_57,57,2024-06-18,16:18
False,0_0_0-alpha_0_0_58,58,2024-06-18,17:33
False,0_0_0-alpha_0_0_59,59,2024-06-18,17:40
False,0_0_0-alpha_0_0_60,60,2024-06-18,17:51
False,0_0_0-alpha_0_0_61,61,2024-06-18,18:39
False,0_0_0-alpha_0_1_1,62,2024-06-18,18:43
False,0_0_0-alpha_0_1_2,63,2024-06-19,17:17
False,0_0_0-alpha_0_1_3,64,2024-06-19,17:23
False,0_0_0-alpha_0_1_4,65,2024-06-19,17:26
False,0_0_0-alpha_0_1_5,66,2024-06-19,17:30
False,0_0_0-alpha_0_1_5,66,2024-06-19,17:31
False,0_0_0-alpha_0_1_6,67,2024-06-19,17:33
False,0_0_0-alpha_0_1_7,68,2024-06-19,17:38
False,0_0_0-alpha_0_1_8,69,2024-06-19,17:42
False,0_0_0-alpha_0_1_9,70,2024-06-19,17:44
False,0_0_0-alpha_0_1_10,71,2024-06-20,14:56
False,0_0_0-alpha_0_1_11,72,2024-06-20,17:48
False,0_0_0-alpha_0_1_12,73,2024-06-21,09:32
False,0_0_0-alpha_0_1_13,74,2024-06-25,11:57
False,0_0_0-alpha_0_1_14,75,2024-06-25,12:01
False,0_0_0-alpha_0_1_15,76,2024-06-25,12:09
False,0_0_0-alpha_0_2_1,77,2024-06-25,12:58
False,0_0_0-alpha_0_2_2,78,2024-06-25,15:08
False,0_0_0-alpha_0_2_3,79,2024-06-25,15:50
False,0_0_0-alpha_0_2_4,80,2024-06-25,16:22
False,0_0_0-alpha_0_2_5,81,2024-06-25,16:24
False,0_0_0-alpha_0_2_6,82,2024-06-25,16:28
False,0_0_0-alpha_0_2_7,83,2024-06-25,16:29
False,0_0_0-alpha_0_2_8,84,2024-06-25,16:31
False,0_0_0-alpha_0_2_9,85,2024-06-25,16:34
False,0_0_0-alpha_0_2_10,86,2024-06-25,16:37
False,0_0_0-alpha_0_2_11,87,2024-06-25,16:43
False,0_0_0-alpha_0_2_12,88,2024-06-25,16:45
False,0_0_0-alpha_0_2_13,89,2024-06-25,16:47
False,0_0_0-alpha_0_2_14,90,2024-06-26,17:41
False,0_0_0-alpha_0_2_15,91,2024-06-26,17:49
False,0_0_0-alpha_0_2_16,92,2024-06-27,16:40
False,0_0_0-alpha_0_2_17,93,2024-06-27,17:38
False,0_0_0-alpha_0_2_18,94,2024-06-27,18:22
False,0_0_0-alpha_0_2_19,95,2024-06-27,18:24
False,0_0_0-alpha_0_2_20,96,2024-06-27,18:24
False,0_0_0-alpha_0_2_21,97,2024-06-27,18:26
False,0_0_0-alpha_0_2_22,98,2024-06-27,18:29
False,0_0_0-alpha_0_2_23,99,2024-06-27,18:32
False,0_0_0-alpha_0_2_24,100,2024-06-28,10:17
False,0_0_0-alpha_0_2_25,101,2024-06-28,10:25
False,0_0_0-alpha_0_2_26,102,2024-06-28,10:36
False,0_0_0-alpha_0_2_27,103,2024-06-28,10:41
False,0_0_0-alpha_0_2_28,104,2024-06-28,10:49
False,0_0_0-alpha_0_2_29,105,2024-06-28,10:50
False,0_0_0-alpha_0_2_30,106,2024-06-28,10:52
False,0_0_0-alpha_0_2_31,107,2024-06-28,10:56
False,0_0_0-alpha_0_2_32,108,2024-06-28,10:59
False,0_0_0-alpha_0_2_33,109,2024-06-28,11:12
False,0_0_0-alpha_0_2_34,110,2024-06-28,11:15
False,0_0_0-alpha_0_2_35,111,2024-06-28,11:20
False,0_0_0-alpha_0_2_36,112,2024-06-28,12:51
False,0_0_0-alpha_0_2_37,113,2024-06-28,13:25
False,0_0_0-alpha_0_2_38,114,2024-07-01,09:36
False,0_0_0-alpha_0_2_39,115,2024-07-01,09:48
False,0_0_0-alpha_0_2_40,116,2024-07-01,17:23
False,0_0_0-alpha_0_2_41,117,2024-07-01,17:47
False,0_0_0-alpha_0_2_42,118,2024-07-02,10:41
False,0_0_0-alpha_0_2_43,119,2024-07-02,10:45
False,0_0_0-alpha_0_2_44,120,2024-07-02,10:48
False,0_0_0-alpha_0_2_45,121,2024-07-02,10:59
False,0_0_0-alpha_0_3_1,122,2024-07-02,11:25
False,0_0_0-alpha_0_3_2,123,2024-07-02,11:58
False,0_0_0-alpha_0_3_3,124,2024-07-02,14:07
False,0_0_0-alpha_0_3_4,125,2024-07-02,14:10
False,0_0_0-alpha_0_3_5,126,2024-07-02,14:11
False,0_0_0-alpha_0_3_6,127,2024-07-02,14:14
False,0_0_0-alpha_0_3_7,128,2024-07-02,14:18
False,0_0_0-alpha_0_3_8,129,2024-07-02,14:30
False,0_0_0-alpha_0_3_9,130,2024-07-02,14:35
False,0_0_0-alpha_0_3_10,131,2024-07-02,14:45
False,0_0_0-alpha_0_3_11,132,2024-07-02,14:49
False,0_0_0-alpha_0_3_12,133,2024-07-23,11:57
False,0_0_0-alpha_0_3_13,134,2024-07-23,12:02
False,0_0_0-alpha_0_4_1,135,2024-09-27,16:13
False,0_0_0-alpha_0_4_2,136,2024-09-27,16:24
False,0_0_0-alpha_0_4_3,137,2024-09-27,16:33
False,0_0_0-alpha_0_4_4,138,2024-09-27,17:16
False,0_0_0-alpha_0_4_5,139,2024-09-27,17:17
False,0_0_0-alpha_0_4_6,140,2024-10-02,19:50
6000.0.23f1,False,0_0_0-alpha_0_4_7,141,2024-10-23,14:08
6000.0.23f1,False,0_0_0-alpha_0_4_8,142,2024-10-23,14:12
6000.0.23f1,False,0_0_0-alpha_0_4_9,143,2024-10-23,14:13
6000.0.23f1,False,0_0_0-alpha_0_4_10,144,2024-10-23,14:44
6000.0.23f1,False,0_0_0-alpha_0_4_11,145,2024-10-23,15:10
6000.0.23f1,False,0_0_0-alpha_0_4_12,146,2024-10-23,15:13
6000.0.23f1,False,0_0_0-alpha_0_4_13,147,2024-10-23,15:21
6000.0.23f1,False,0_0_0-alpha_0_4_14,148,2024-10-23,15:31
6000.0.23f1,False,0_0_0-alpha_0_4_15,149,2024-10-23,15:32
6000.0.23f1,False,0_0_0-alpha_0_4_16,150,2024-10-23,15:36
6000.0.23f1,False,d_0_0_0-alpha_0_4_17,151,2024-10-23,15:45
6000.0.23f1,False,d_0_0_0-alpha_0_4_18,152,2024-10-23,16:10
6000.0.23f1,False,d_0_0_0-alpha_0_4_19,153,2024-10-23,16:17
6000.0.23f1,False,d_0_0_0-alpha_0_4_20,154,2024-10-23,16:18
6000.0.23f1,False,d_0_0_0-alpha_0_4_21,155,2024-10-23,16:22
6000.0.23f1,True,p_0_0_0-alpha_0_4_22,156,2024-10-23,16:26
6000.0.23f1,True,p_0_0_0-alpha_0_4_23,157,2024-10-23,16:28
6000.0.23f1,True,p_0_0_0-alpha_0_5_1,158,2024-10-23,16:34
6000.0.23f1,True,p_0_0_0-alpha_0_5_2,159,2024-10-23,16:39
6000.0.23f1,True,P0_6_1,160,2024-10-23,18:13
6000.0.24f1,False,D0_6_2,161,2024-10-28,11:38
6000.0.24f1,False,D0_6_3,162,2024-10-28,11:49
6000.0.24f1,False,D0_6_4,163,2024-10-28,12:06
6000.0.24f1,False,D0_6_5,164,2024-10-28,12:45
6000.0.24f1,True,P0_6_6,165,2024-10-28,12:55
6000.0.24f1,True,P0_6_7,166,2024-10-28,13:09
6000.0.24f1,True,P0_6_8,167,2024-10-28,13:25
6000.0.24f1,True,P0_7_1,168,2024-10-28,13:32
6000.0.27f1,False,D0_7_2,169,2024-11-20,14:24
6000.0.27f1,False,D1_7_3,170,2024-11-20,15:11
